|CO_MUNICIPIO|ANO_CENSO|NUM_COMP_ALUNOS_POR_CIDADE|IOEB
6145|2107308|2017.0|24.0|0.0
6146|2107357|2017.0|24.0|3.5
6147|2107407|2017.0|77.0|3.4
6148|2107456|2017.0|22.0|3.0
6149|2107506|2017.0|127.0|3.6
6150|2107605|2017.0|15.0|3.0
6151|2107704|2017.0|109.0|3.8
6152|2107803|2017.0|79.0|3.5
6153|2107902|2017.0|57.0|3.7
6154|2108009|2017.0|146.0|3.8
6155|2108058|2017.0|62.0|3.7
6156|2108108|2017.0|73.0|3.5
6157|2108207|2017.0|317.0|3.6
6158|2108256|2017.0|50.0|2.8
6159|2108306|2017.0|37.0|3.0
6160|2108405|2017.0|30.0|3.4
6161|2108454|2017.0|90.0|3.4
6162|2108504|2017.0|291.0|3.4
6163|2108603|2017.0|332.0|4.0
6164|2108702|2017.0|116.0|3.0
6165|2108801|2017.0|42.0|3.8
6166|2108900|2017.0|126.0|3.6
6167|2109007|2017.0|273.0|4.6
6168|2109056|2017.0|8.0|4.4
6169|2109106|2017.0|263.0|3.5
6170|2109205|2017.0|28.0|3.3
6171|2109239|2017.0|4.0|3.4
6172|2109270|2017.0|77.0|3.0
6173|2109304|2017.0|29.0|3.0
6174|2109403|2017.0|9.0|2.6
6175|2109452|2017.0|40.0|3.5
6176|2109502|2017.0|98.0|3.5
6177|2109551|2017.0|35.0|3.4
6178|2109601|2017.0|77.0|3.7
6179|2109700|2017.0|21.0|3.6
6180|2109759|2017.0|3.0|3.6
6181|2109809|2017.0|33.0|2.9
6182|2109908|2017.0|286.0|4.1
6183|2110005|2017.0|260.0|3.2
6184|2110039|2017.0|48.0|3.4
6185|2110104|2017.0|91.0|3.4
6186|2110203|2017.0|165.0|3.6
6187|2110237|2017.0|32.0|3.6
6188|2110278|2017.0|24.0|2.5
6189|2110302|2017.0|40.0|3.7
6190|2110401|2017.0|112.0|3.3
6191|2110500|2017.0|42.0|3.3
6192|2110609|2017.0|35.0|3.6
6193|2110658|2017.0|18.0|3.4
6194|2110708|2017.0|260.0|3.7
6195|2110807|2017.0|36.0|2.8
6196|2110856|2017.0|30.0|3.5
6197|2110906|2017.0|38.0|3.1
6198|2111003|2017.0|12.0|3.0
6199|2111029|2017.0|66.0|3.3
6200|2111052|2017.0|46.0|3.1
6201|2111078|2017.0|95.0|3.6
6202|2111102|2017.0|270.0|4.3
6203|2111201|2017.0|766.0|3.7
6204|2111250|2017.0|14.0|3.3
6205|2111300|2017.0|4574.0|4.1
6206|2111409|2017.0|108.0|3.3
6207|2111508|2017.0|45.0|3.7
6208|2111532|2017.0|42.0|3.7
6209|2111573|2017.0|50.0|3.8
6210|2111607|2017.0|226.0|4.2
6211|2111631|2017.0|8.0|2.8
6212|2111672|2017.0|12.0|3.1
6213|2111706|2017.0|58.0|2.7
6214|2111722|2017.0|0.0|3.3
6215|2111748|2017.0|21.0|3.5
6216|2111763|2017.0|98.0|3.7
6217|2111789|2017.0|20.0|3.3
6218|2111805|2017.0|88.0|3.5
6219|2111904|2017.0|23.0|3.4
6220|2111953|2017.0|12.0|3.5
6221|2112001|2017.0|17.0|4.0
6222|2112100|2017.0|1.0|3.6
6223|2112209|2017.0|420.0|3.6
6224|2112233|2017.0|53.0|3.8
6225|2112274|2017.0|43.0|3.3
6226|2112308|2017.0|225.0|3.5
6227|2112407|2017.0|30.0|2.8
6228|2112456|2017.0|22.0|2.6
6229|2112506|2017.0|163.0|3.5
6230|2112605|2017.0|86.0|3.6
6231|2112704|2017.0|163.0|3.7
6232|2112803|2017.0|298.0|3.3
6233|2112852|2017.0|68.0|3.6
6234|2112902|2017.0|67.0|3.8
6235|2113009|2017.0|166.0|3.7
6236|2114007|2017.0|134.0|3.5
6237|2200053|2017.0|34.0|4.4
6238|2200103|2017.0|31.0|3.7
6239|2200202|2017.0|80.0|4.3
6240|2200251|2017.0|28.0|4.1
6241|2200277|2017.0|38.0|3.9
6242|2200301|2017.0|83.0|4.1
6243|2200400|2017.0|268.0|3.7
6244|2200459|2017.0|48.0|3.4
6245|2200509|2017.0|88.0|3.3
6246|2200608|2017.0|159.0|4.6
6247|2200707|2017.0|53.0|3.8
6248|2200806|2017.0|10.0|4.0
6249|2200905|2017.0|26.0|3.8
6250|2200954|2017.0|23.0|0.0
6251|2201002|2017.0|18.0|3.6
6252|2201051|2017.0|53.0|2.9
6253|2201101|2017.0|6.0|3.7
6254|2201150|2017.0|21.0|3.6
6255|2201176|2017.0|50.0|4.2
6256|2201200|2017.0|297.0|3.6
6257|2201309|2017.0|22.0|0.0
6258|2201408|2017.0|59.0|0.0
6259|2201507|2017.0|46.0|3.7
6260|2201556|2017.0|73.0|0.0
6261|2201572|2017.0|47.0|4.9
6262|2201606|2017.0|83.0|0.0
6263|2201705|2017.0|60.0|4.0
6264|2201739|2017.0|15.0|3.8
6265|2201770|2017.0|82.0|3.7
6266|2201804|2017.0|27.0|0.0
6267|2201903|2017.0|315.0|4.2
6268|2201919|2017.0|88.0|0.0
6269|2201929|2017.0|27.0|3.2
6270|2201945|2017.0|51.0|3.4
6271|2201960|2017.0|61.0|4.3
6272|2201988|2017.0|5.0|3.8
6273|2202000|2017.0|104.0|3.7
6274|2202026|2017.0|91.0|4.5
6275|2202059|2017.0|71.0|3.9
6276|2202075|2017.0|24.0|3.5
6277|2202083|2017.0|48.0|3.9
6278|2202091|2017.0|54.0|4.6
6279|2202109|2017.0|34.0|3.2
6280|2202117|2017.0|21.0|2.9
6281|2202133|2017.0|69.0|4.5
6282|2202174|2017.0|4.0|3.1
6283|2202208|2017.0|470.0|4.1
6284|2202251|2017.0|64.0|0.0
6285|2202307|2017.0|61.0|3.5
6286|2202406|2017.0|143.0|4.2
6287|2202455|2017.0|5.0|3.8
6288|2202505|2017.0|20.0|3.2
6289|2202539|2017.0|10.0|3.6
6290|2202554|2017.0|20.0|4.2
6291|2202604|2017.0|185.0|4.8
6292|2202653|2017.0|43.0|3.4
6293|2202703|2017.0|260.0|3.9
6294|2202711|2017.0|67.0|4.0
6295|2202729|2017.0|51.0|4.9
6296|2202737|2017.0|2.0|4.0
6297|2202752|2017.0|65.0|3.9
6298|2202778|2017.0|42.0|4.5
6299|2202802|2017.0|36.0|3.2
6300|2202851|2017.0|14.0|3.7
6301|2202901|2017.0|248.0|3.4
6302|2203008|2017.0|48.0|3.3
6303|2203107|2017.0|88.0|2.9
6304|2203206|2017.0|76.0|3.5
6305|2203230|2017.0|35.0|2.7
6306|2203255|2017.0|24.0|3.4
6307|2203271|2017.0|21.0|3.7
6308|2203305|2017.0|59.0|3.6
6309|2203354|2017.0|22.0|3.1
6310|2203404|2017.0|68.0|4.3
6311|2203420|2017.0|26.0|5.1
6312|2203453|2017.0|31.0|2.8
6313|2203503|2017.0|72.0|0.0
6314|2203602|2017.0|23.0|3.5
6315|2203701|2017.0|116.0|3.4
6316|2203750|2017.0|17.0|3.8
6317|2203800|2017.0|67.0|0.0
6318|2203859|2017.0|29.0|3.7
6319|2203909|2017.0|731.0|4.5
6320|2204006|2017.0|93.0|3.2
6321|2204105|2017.0|32.0|2.9
6322|2204154|2017.0|40.0|4.7
6323|2204204|2017.0|7.0|3.9
6324|2204303|2017.0|73.0|4.3
6325|2204352|2017.0|80.0|4.1
6326|2204402|2017.0|28.0|2.9
6327|2204501|2017.0|88.0|3.7
6328|2204550|2017.0|93.0|3.5
6329|2204600|2017.0|36.0|4.1
6330|2204659|2017.0|17.0|3.7
6331|2204709|2017.0|95.0|4.2
6332|2204808|2017.0|36.0|4.2
6333|2204907|2017.0|50.0|3.7
6334|2205003|2017.0|66.0|3.8
6335|2205102|2017.0|19.0|3.6
6336|2205151|2017.0|54.0|3.9
6337|2205201|2017.0|80.0|3.6
6338|2205250|2017.0|51.0|3.2
6339|2205276|2017.0|74.0|4.6
6340|2205300|2017.0|23.0|3.1
6341|2205359|2017.0|18.0|3.5
6342|2205409|2017.0|57.0|3.6
6343|2205458|2017.0|38.0|4.3
6344|2205508|2017.0|169.0|3.6
6345|2205516|2017.0|27.0|0.0
6346|2205524|2017.0|26.0|3.7
6347|2205532|2017.0|47.0|3.3
6348|2205540|2017.0|32.0|4.1
6349|2205557|2017.0|12.0|3.8
6350|2205565|2017.0|34.0|4.0
6351|2205573|2017.0|23.0|3.6
6352|2205581|2017.0|30.0|3.3
6353|2205599|2017.0|67.0|3.8
6354|2205607|2017.0|52.0|3.2
6355|2205706|2017.0|91.0|3.4
6356|2205805|2017.0|221.0|3.3
6357|2205854|2017.0|4.0|3.7
6358|2205904|2017.0|45.0|4.0
6359|2205953|2017.0|82.0|4.3
6360|2206001|2017.0|1.0|4.0
6361|2206050|2017.0|17.0|4.0
6362|2206100|2017.0|25.0|3.4
6363|2206209|2017.0|116.0|2.9
6364|2206308|2017.0|13.0|2.9
6365|2206357|2017.0|66.0|3.8
6366|2206407|2017.0|104.0|3.5
6367|2206506|2017.0|73.0|4.0
6368|2206605|2017.0|60.0|2.9
6369|2206654|2017.0|13.0|3.1
6370|2206670|2017.0|20.0|3.5
6371|2206696|2017.0|7.0|3.8
6372|2206704|2017.0|65.0|3.6
6373|2206720|2017.0|35.0|0.0
6374|2206753|2017.0|58.0|3.8
6375|2206803|2017.0|169.0|3.1
6376|2206902|2017.0|41.0|3.1
6377|2206951|2017.0|18.0|3.9
6378|2207009|2017.0|470.0|4.0
6379|2207108|2017.0|12.0|4.4
6380|2207207|2017.0|12.0|4.5
6381|2207306|2017.0|2.0|3.4
6382|2207355|2017.0|26.0|4.7
6383|2207405|2017.0|70.0|0.0
6384|2207504|2017.0|62.0|3.0
6385|2207553|2017.0|12.0|3.8
6386|2207603|2017.0|24.0|2.9
6387|2207702|2017.0|867.0|3.7
6388|2207751|2017.0|29.0|3.4
6389|2207777|2017.0|68.0|3.9
6390|2207793|2017.0|21.0|0.0
6391|2207801|2017.0|170.0|3.4
6392|2207850|2017.0|5.0|3.7
6393|2207900|2017.0|154.0|3.9
6394|2207934|2017.0|6.0|3.7
6395|2207959|2017.0|28.0|4.1
6396|2208007|2017.0|1137.0|4.1
6397|2208106|2017.0|94.0|3.1
6398|2208205|2017.0|141.0|4.3
6399|2208304|2017.0|135.0|4.8
6400|2208403|2017.0|530.0|4.3
6401|2208502|2017.0|43.0|3.0
6402|2208551|2017.0|38.0|4.0
6403|2208601|2017.0|10.0|4.0
6404|2208650|2017.0|32.0|4.1
6405|2208700|2017.0|77.0|3.2
6406|2208809|2017.0|81.0|3.4
6407|2208858|2017.0|63.0|3.4
6408|2208874|2017.0|3.0|0.0
6409|2208908|2017.0|47.0|3.5
6410|2209005|2017.0|2.0|3.4
6411|2209104|2017.0|131.0|3.8
6412|2209153|2017.0|29.0|4.0
6413|2209203|2017.0|49.0|3.8
6414|2209302|2017.0|28.0|3.5
6415|2209351|2017.0|28.0|4.0
6416|2209377|2017.0|36.0|4.1
6417|2209401|2017.0|58.0|4.2
6418|2209450|2017.0|22.0|3.5
6419|2209500|2017.0|22.0|4.3
6420|2209559|2017.0|54.0|3.8
6421|2209609|2017.0|10.0|3.7
6422|2209658|2017.0|22.0|4.0
6423|2209708|2017.0|25.0|4.0
6424|2209757|2017.0|18.0|3.5
6425|2209807|2017.0|31.0|3.7
6426|2209856|2017.0|71.0|4.5
6427|2209872|2017.0|6.0|4.4
6428|2209906|2017.0|18.0|4.0
6429|2209955|2017.0|17.0|4.1
6430|2209971|2017.0|9.0|4.0
6431|2210003|2017.0|249.0|3.6
6432|2210052|2017.0|2.0|4.5
6433|2210102|2017.0|0.0|3.4
6434|2210201|2017.0|75.0|4.4
6435|2210300|2017.0|62.0|3.5
6436|2210359|2017.0|20.0|3.6
6437|2210375|2017.0|19.0|0.0
6438|2210383|2017.0|18.0|0.0
6439|2210391|2017.0|9.0|3.6
6440|2210409|2017.0|90.0|3.9
6441|2210508|2017.0|111.0|3.5
6442|2210607|2017.0|253.0|3.8
6443|2210623|2017.0|7.0|2.7
6444|2210631|2017.0|44.0|3.6
6445|2210656|2017.0|32.0|3.8
6446|2210706|2017.0|118.0|4.0
6447|2210805|2017.0|64.0|4.2
6448|2210904|2017.0|37.0|0.0
6449|2210938|2017.0|50.0|4.3
6450|2210953|2017.0|10.0|4.0
6451|2210979|2017.0|27.0|4.3
6452|2211001|2017.0|4402.0|4.6
6453|2211100|2017.0|131.0|3.6
6454|2211209|2017.0|81.0|3.4
6455|2211308|2017.0|278.0|3.7
6456|2211357|2017.0|12.0|3.6
6457|2211407|2017.0|29.0|4.0
6458|2211506|2017.0|1.0|3.8
6459|2211605|2017.0|37.0|4.9
6460|2211704|2017.0|8.0|4.1
6461|2300101|2017.0|55.0|4.7
6462|2300150|2017.0|73.0|4.0
6463|2300200|2017.0|361.0|4.6
6464|2300309|2017.0|264.0|4.4
6465|2300408|2017.0|55.0|4.3
6466|2300507|2017.0|35.0|4.7
6467|2300606|2017.0|16.0|5.3
6468|2300705|2017.0|125.0|3.8
6469|2300754|2017.0|358.0|0.0
6470|2300804|2017.0|91.0|5.2
6471|2300903|2017.0|90.0|4.3
6472|2301000|2017.0|755.0|0.0
6473|2301109|2017.0|803.0|4.9
6474|2301208|2017.0|222.0|4.3
6475|2301257|2017.0|72.0|5.1
6476|2301307|2017.0|191.0|4.9
6477|2301406|2017.0|45.0|4.7
6478|2301505|2017.0|64.0|4.4
6479|2301604|2017.0|189.0|4.9
6480|2301703|2017.0|128.0|4.3
6481|2301802|2017.0|20.0|4.1
6482|2301851|2017.0|149.0|4.6
6483|2301901|2017.0|454.0|4.6
6484|2301950|2017.0|148.0|4.6
6485|2302008|2017.0|226.0|4.1
6486|2302057|2017.0|27.0|4.9
6487|2302107|2017.0|429.0|4.1
6488|2302206|2017.0|249.0|0.0
6489|2302305|2017.0|230.0|4.5
6490|2302404|2017.0|711.0|4.5
6491|2302503|2017.0|444.0|5.9
6492|2302602|2017.0|435.0|4.5
6493|2302701|2017.0|292.0|4.3
6494|2302800|2017.0|728.0|4.1
6495|2302909|2017.0|90.0|4.3
6496|2303006|2017.0|178.0|0.0
6497|2303105|2017.0|204.0|5.2
6498|2303204|2017.0|137.0|4.7
6499|2303303|2017.0|78.0|4.4
6500|2303402|2017.0|150.0|4.9
6501|2303501|2017.0|586.0|0.0
6502|2303600|2017.0|29.0|4.5
6503|2303659|2017.0|57.0|0.0
6504|2303709|2017.0|1735.0|4.2
6505|2303808|2017.0|364.0|4.3
6506|2303907|2017.0|59.0|4.3
6507|2303931|2017.0|97.0|0.0
6508|2303956|2017.0|151.0|4.2
6509|2304004|2017.0|280.0|5.7
6510|2304103|2017.0|903.0|4.6
6511|2304202|2017.0|854.0|4.4
6512|2304236|2017.0|103.0|4.7
6513|2304251|2017.0|236.0|5.3
6514|2304269|2017.0|78.0|5.4
6515|2304277|2017.0|31.0|4.0
6516|2304285|2017.0|452.0|5.4
6517|2304301|2017.0|204.0|4.8
6518|2304350|2017.0|24.0|5.5
6519|2304400|2017.0|14012.0|4.5
6520|2304459|2017.0|54.0|4.8
6521|2304509|2017.0|93.0|6.0
6522|2304608|2017.0|77.0|4.9
6523|2304657|2017.0|49.0|5.1
6524|2304707|2017.0|215.0|5.0
6525|2304806|2017.0|12.0|4.6
6526|2304905|2017.0|66.0|5.7
6527|2304954|2017.0|161.0|4.1
6528|2305001|2017.0|238.0|5.2
6529|2305100|2017.0|34.0|4.6
6530|2305209|2017.0|159.0|4.7
6531|2305233|2017.0|413.0|0.0
6532|2305266|2017.0|97.0|4.0
6533|2305308|2017.0|73.0|4.2
6534|2305332|2017.0|85.0|4.3
6535|2305357|2017.0|78.0|0.0
6536|2305407|2017.0|490.0|3.7
6537|2305506|2017.0|1130.0|0.0
6538|2305605|2017.0|176.0|5.0
6539|2305654|2017.0|89.0|5.0
6540|2305704|2017.0|67.0|3.6
6541|2305803|2017.0|332.0|4.2
6542|2305902|2017.0|168.0|4.4
6543|2306009|2017.0|93.0|4.2
6544|2306108|2017.0|208.0|4.7
6545|2306207|2017.0|47.0|4.6
6546|2306256|2017.0|309.0|4.5
6547|2306306|2017.0|431.0|4.6
6548|2306405|2017.0|658.0|4.4
6549|2306504|2017.0|164.0|3.9
6550|2306553|2017.0|223.0|4.9
6551|2306603|2017.0|304.0|4.6
6552|2306702|2017.0|60.0|4.1
6553|2306801|2017.0|111.0|4.3
6554|2306900|2017.0|425.0|4.4
6555|2307007|2017.0|342.0|4.6
6556|2307106|2017.0|187.0|4.5
6557|2307205|2017.0|92.0|4.4
6558|2307254|2017.0|80.0|5.6
6559|2307304|2017.0|1539.0|4.3
6560|2307403|2017.0|204.0|4.5
6561|2307502|2017.0|250.0|3.8
6562|2307601|2017.0|481.0|4.4
6563|2307635|2017.0|157.0|4.7
6564|2307650|2017.0|1657.0|4.7
6565|2307700|2017.0|762.0|4.2
6566|2307809|2017.0|220.0|4.8
6567|2307908|2017.0|82.0|4.7
6568|2308005|2017.0|201.0|5.6
6569|2308104|2017.0|468.0|4.6
6570|2308203|2017.0|49.0|0.0
6571|2308302|2017.0|85.0|4.4
6572|2308351|2017.0|42.0|5.0
6573|2308377|2017.0|93.0|0.0
6574|2308401|2017.0|128.0|4.5
6575|2308500|2017.0|444.0|4.9
6576|2308609|2017.0|214.0|0.0
6577|2308708|2017.0|470.0|4.0
6578|2308807|2017.0|44.0|0.0
6579|2308906|2017.0|134.0|5.1
6580|2309003|2017.0|35.0|5.3
6581|2309102|2017.0|35.0|4.4
6582|2309201|2017.0|120.0|5.9
6583|2309300|2017.0|322.0|4.4
6584|2309409|2017.0|249.0|5.7
6585|2309458|2017.0|150.0|4.5
6586|2309508|2017.0|188.0|0.0
6587|2309607|2017.0|294.0|4.7
6588|2309706|2017.0|266.0|4.1
6589|2309805|2017.0|21.0|4.2
6590|2309904|2017.0|86.0|5.6
6591|2310001|2017.0|90.0|4.4
6592|2310100|2017.0|49.0|4.3
6593|2310209|2017.0|333.0|0.0
6594|2310258|2017.0|72.0|0.0
6595|2310308|2017.0|274.0|4.3
6596|2310407|2017.0|99.0|4.3
6597|2310506|2017.0|381.0|0.0
6598|2310605|2017.0|62.0|5.4
6599|2310704|2017.0|262.0|4.9
6600|2310803|2017.0|198.0|4.6
6601|2310852|2017.0|114.0|0.0
6602|2310902|2017.0|80.0|5.0
6603|2310951|2017.0|71.0|5.3
6604|2311009|2017.0|103.0|4.5
6605|2311108|2017.0|161.0|5.5
6606|2311207|2017.0|67.0|4.3
6607|2311231|2017.0|83.0|4.4
6608|2311264|2017.0|180.0|4.1
6609|2311306|2017.0|726.0|4.4
6610|2311355|2017.0|138.0|0.0
6611|2311405|2017.0|2140.0|4.9
6612|2311504|2017.0|181.0|4.5
6613|2311603|2017.0|290.0|4.6
6614|2311702|2017.0|172.0|5.7
6615|2311801|2017.0|727.0|4.9
6616|2311900|2017.0|108.0|4.4
6617|2311959|2017.0|94.0|4.3
6618|2312007|2017.0|165.0|4.4
6619|2312106|2017.0|66.0|4.6
6620|2312205|2017.0|334.0|0.0
6621|2312304|2017.0|398.0|4.5
6622|2312403|2017.0|425.0|4.9
6623|2312502|2017.0|60.0|4.1
6624|2312601|2017.0|104.0|4.1
6625|2312700|2017.0|175.0|4.7
6626|2312809|2017.0|34.0|4.8
6627|2312908|2017.0|1528.0|6.2
6628|2313005|2017.0|151.0|4.8
6629|2313104|2017.0|335.0|4.6
6630|2313203|2017.0|322.0|0.0
6631|2313252|2017.0|57.0|4.6
6632|2313302|2017.0|1097.0|4.8
6633|2313351|2017.0|72.0|4.2
6634|2313401|2017.0|833.0|4.9
6635|2313500|2017.0|173.0|0.0
6636|2313559|2017.0|156.0|4.4
6637|2313609|2017.0|159.0|4.9
6638|2313708|2017.0|5.0|3.9
6639|2313757|2017.0|63.0|4.5
6640|2313807|2017.0|192.0|4.3
6641|2313906|2017.0|75.0|4.9
6642|2313955|2017.0|216.0|5.6
6643|2314003|2017.0|486.0|4.5
6644|2314102|2017.0|299.0|0.0
6645|2400109|2017.0|111.0|4.4
6646|2400208|2017.0|370.0|3.7
6647|2400307|2017.0|47.0|3.1
6648|2400406|2017.0|38.0|4.3
6649|2400505|2017.0|134.0|3.8
6650|2400604|2017.0|7.0|4.2
6651|2400703|2017.0|79.0|3.8
6652|2400802|2017.0|71.0|3.7
6653|2400901|2017.0|18.0|3.6
6654|2401008|2017.0|229.0|4.1
6655|2401107|2017.0|126.0|3.5
6656|2401206|2017.0|27.0|3.4
6657|2401305|2017.0|91.0|3.6
6658|2401404|2017.0|14.0|3.4
6659|2401453|2017.0|146.0|3.9
6660|2401503|2017.0|61.0|3.9
6661|2401602|2017.0|26.0|3.7
6662|2401651|2017.0|35.0|3.9
6663|2401701|2017.0|95.0|3.4
6664|2401800|2017.0|41.0|4.0
6665|2401859|2017.0|25.0|3.4
6666|2401909|2017.0|13.0|0.0
6667|2402006|2017.0|686.0|4.3
6668|2402105|2017.0|106.0|3.8
6669|2402204|2017.0|256.0|3.6
6670|2402303|2017.0|100.0|3.9
6671|2402402|2017.0|36.0|3.9
6672|2402501|2017.0|59.0|3.3
6673|2402600|2017.0|419.0|3.4
6674|2402709|2017.0|34.0|3.9
6675|2402808|2017.0|11.0|3.7
6676|2402907|2017.0|51.0|0.0
6677|2403004|2017.0|29.0|4.5
6678|2403103|2017.0|404.0|4.3
6679|2403202|2017.0|89.0|4.4
6680|2403251|2017.0|1046.0|4.2
6681|2403301|2017.0|86.0|3.8
6682|2403400|2017.0|21.0|3.9
6683|2403509|2017.0|44.0|3.0
6684|2403608|2017.0|54.0|3.8
6685|2403707|2017.0|29.0|3.8
6686|2403756|2017.0|17.0|3.6
6687|2403806|2017.0|51.0|4.1
6688|2403905|2017.0|18.0|3.4
6689|2404002|2017.0|56.0|3.4
6690|2404101|2017.0|32.0|3.7
6691|2404200|2017.0|244.0|4.1
6692|2404309|2017.0|78.0|3.6
6693|2404408|2017.0|45.0|3.3
6694|2404507|2017.0|108.0|3.6
6695|2404606|2017.0|21.0|4.0
6696|2404705|2017.0|285.0|3.7
6697|2404804|2017.0|6.0|4.3
6698|2404853|2017.0|92.0|3.8
6699|2404903|2017.0|53.0|4.3
6700|2405009|2017.0|80.0|4.1
6701|2405108|2017.0|21.0|3.4
6702|2405207|2017.0|29.0|3.8
6703|2405306|2017.0|40.0|3.6
6704|2405405|2017.0|31.0|3.6
6705|2405504|2017.0|27.0|0.0
6706|2405603|2017.0|116.0|3.9
6707|2405702|2017.0|99.0|4.4
6708|2405801|2017.0|396.0|3.7
6709|2405900|2017.0|1.0|3.7
6710|2406007|2017.0|22.0|3.4
6711|2406106|2017.0|171.0|3.8
6712|2406155|2017.0|45.0|0.0
6713|2406205|2017.0|43.0|3.5
6714|2406304|2017.0|48.0|3.8
6715|2406403|2017.0|23.0|0.0
6716|2406502|2017.0|107.0|3.8
6717|2406601|2017.0|29.0|3.4
6718|2406700|2017.0|161.0|4.0
6719|2406809|2017.0|54.0|3.6
6720|2406908|2017.0|36.0|4.5
6721|2407005|2017.0|51.0|3.6
6722|2407104|2017.0|321.0|3.7
6723|2407203|2017.0|201.0|3.8
6724|2407252|2017.0|39.0|4.0
6725|2407302|2017.0|66.0|3.5
6726|2407401|2017.0|59.0|4.1
6727|2407500|2017.0|51.0|3.5
6728|2407609|2017.0|21.0|3.8
6729|2407708|2017.0|21.0|3.4
6730|2407807|2017.0|57.0|3.1
6731|2407906|2017.0|12.0|3.7
6732|2408003|2017.0|2044.0|4.2
6733|2408102|2017.0|6361.0|3.7
6734|2408201|2017.0|116.0|3.4
6735|2408300|2017.0|301.0|3.5
6736|2408409|2017.0|43.0|0.0
6737|2408508|2017.0|38.0|4.1
6738|2408607|2017.0|59.0|0.0
6739|2408706|2017.0|55.0|3.4
6740|2408805|2017.0|37.0|3.2
6741|2408904|2017.0|293.0|4.1
6742|2408953|2017.0|6.0|3.6
6743|2409100|2017.0|47.0|4.1
6744|2409209|2017.0|2.0|3.7
6745|2409308|2017.0|61.0|3.9
6746|2409332|2017.0|13.0|3.5
6747|2409407|2017.0|324.0|4.6
6748|2409506|2017.0|5.0|3.7
6749|2409605|2017.0|0.0|0.0
6750|2409704|2017.0|107.0|3.6
6751|2409803|2017.0|48.0|3.5
6752|2409902|2017.0|155.0|3.7
6753|2410009|2017.0|57.0|3.9
6754|2410108|2017.0|32.0|3.4
6755|2410207|2017.0|26.0|3.7
6756|2410256|2017.0|49.0|3.3
6757|2410306|2017.0|50.0|3.7
6758|2410405|2017.0|36.0|3.5
6759|2410504|2017.0|58.0|3.8
6760|2410603|2017.0|0.0|4.4
6761|2410702|2017.0|34.0|4.1
6762|2410801|2017.0|40.0|0.0
6763|2410900|2017.0|51.0|3.4
6764|2411007|2017.0|19.0|4.2
6765|2411056|2017.0|21.0|3.5
6766|2411106|2017.0|25.0|4.0
6767|2411205|2017.0|524.0|4.0
6768|2411403|2017.0|73.0|3.7
6769|2411429|2017.0|22.0|4.6
6770|2411502|2017.0|116.0|3.7
6771|2411601|2017.0|5.0|4.1
6772|2411700|2017.0|43.0|3.9
6773|2411809|2017.0|39.0|4.4
6774|2411908|2017.0|21.0|4.2
6775|2412005|2017.0|766.0|3.3
6776|2412104|2017.0|22.0|4.6
6777|2412203|2017.0|117.0|3.5
6778|2412302|2017.0|45.0|3.7
6779|2412401|2017.0|35.0|4.5
6780|2412500|2017.0|103.0|4.2
6781|2412559|2017.0|39.0|3.6
6782|2412609|2017.0|193.0|3.8
6783|2412708|2017.0|7.0|3.5
6784|2412807|2017.0|78.0|3.6
6785|2412906|2017.0|35.0|3.7
6786|2413003|2017.0|31.0|3.6
6787|2413102|2017.0|9.0|3.5
6788|2413201|2017.0|29.0|3.8
6789|2413300|2017.0|11.0|3.3
6790|2413359|2017.0|14.0|4.0
6791|2413409|2017.0|76.0|4.4
6792|2413508|2017.0|14.0|4.2
6793|2413557|2017.0|38.0|4.0
6794|2413607|2017.0|18.0|4.1
6795|2413706|2017.0|36.0|4.0
6796|2413805|2017.0|9.0|0.0
6797|2413904|2017.0|56.0|3.4
6798|2414001|2017.0|95.0|4.0
6799|2414100|2017.0|136.0|3.6
6800|2414159|2017.0|20.0|4.1
6801|2414209|2017.0|33.0|3.9
6802|2414308|2017.0|9.0|4.2
6803|2414407|2017.0|98.0|3.4
6804|2414456|2017.0|28.0|3.3
6805|2414506|2017.0|48.0|3.8
6806|2414605|2017.0|66.0|4.0
6807|2414704|2017.0|59.0|3.3
6808|2414753|2017.0|94.0|3.9
6809|2414803|2017.0|55.0|4.0
6810|2414902|2017.0|8.0|3.9
6811|2415008|2017.0|23.0|3.3
6812|2500106|2017.0|89.0|4.4
6813|2500205|2017.0|72.0|3.9
6814|2500304|2017.0|85.0|4.0
6815|2500403|2017.0|57.0|3.9
6816|2500502|2017.0|55.0|4.0
6817|2500536|2017.0|83.0|4.2
6818|2500577|2017.0|0.0|4.0
6819|2500601|2017.0|58.0|3.8
6820|2500700|2017.0|121.0|3.8
6821|2500734|2017.0|46.0|4.1
6822|2500775|2017.0|39.0|4.1
6823|2500809|2017.0|88.0|3.4
6824|2500908|2017.0|79.0|4.0
6825|2501005|2017.0|35.0|3.8
6826|2501104|2017.0|123.0|3.7
6827|2501153|2017.0|3.0|0.0
6828|2501203|2017.0|10.0|4.5
6829|2501302|2017.0|84.0|3.6
6830|2501351|2017.0|46.0|4.4
6831|2501401|2017.0|6.0|3.8
6832|2501500|2017.0|192.0|4.3
6833|2501534|2017.0|38.0|5.0
6834|2501575|2017.0|77.0|4.5
6835|2501609|2017.0|70.0|4.2
6836|2501708|2017.0|37.0|4.0
6837|2501807|2017.0|452.0|3.5
6838|2501906|2017.0|96.0|4.1
6839|2502003|2017.0|40.0|3.8
6840|2502052|2017.0|64.0|3.7
