;COD_MUNIC_IBGE;ANO_CENSO;SIGLA;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE;NM_MUN_2017
197;2515203.0;2013;PB;216.7;SÃO SEBASTIÃO DO UMBUZEIRO
198;2515302.0;2013;PB;380.72222222222223;SAPÉ
199;2515401.0;2013;PB;121.16;SÃO VICENTE DO SERIDÓ
200;2515500.0;2013;PB;117.45652173913044;SERRA BRANCA
201;2515609.0;2013;PB;188.33333333333334;SERRA DA RAIZ
202;2515708.0;2013;PB;188.66666666666666;SERRA GRANDE
203;2515807.0;2013;PB;135.92307692307693;SERRA REDONDA
204;2515906.0;2013;PB;143.65384615384616;SERRARIA
205;2515930.0;2013;PB;266.625;SERTÃOZINHO
206;2515971.0;2013;PB;242.83333333333334;SOBRADO
207;2516003.0;2013;PB;204.29166666666666;SOLÂNEA
208;2516102.0;2013;PB;158.6046511627907;SOLEDADE
209;2516151.0;2013;PB;236.9090909090909;SOSSÊGO
210;2516201.0;2013;PB;432.4;SOUSA
211;2516300.0;2013;PB;174.13953488372093;SUMÉ
212;2516409.0;2013;PB;194.62962962962962;TACIMA
213;2516508.0;2013;PB;143.7;TAPEROÁ
214;2516607.0;2013;PB;198.8108108108108;TAVARES
215;2516706.0;2013;PB;212.15384615384616;TEIXEIRA
216;2516755.0;2013;PB;229.45454545454547;TENÓRIO
217;2516805.0;2013;PB;154.94594594594594;TRIUNFO
218;2516904.0;2013;PB;211.97674418604652;UIRAÚNA
219;2517001.0;2013;PB;154.4418604651163;UMBUZEIRO
220;2517100.0;2013;PB;249.27272727272728;VÁRZEA
221;2517209.0;2013;PB;203.6315789473684;VIEIRÓPOLIS
222;2517407.0;2013;PB;712.5;ZABELÊ
