COD_MUNIC_IBGE;ANO_CENSO;SIGLA;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE
3545100.0;2013;SP;662.6666666666666
3545159.0;2013;SP;695.4
3545209.0;2013;SP;1245.78125
3545308.0;2013;SP;555.3214285714286
3545407.0;2013;SP;734.5
3545506.0;2013;SP;965.6666666666666
3545605.0;2013;SP;638.3333333333334
3545704.0;2013;SP;676.75
3545803.0;2013;SP;819.202380952381
3546009.0;2013;SP;468.5
3546108.0;2013;SP;862.0
3546207.0;2013;SP;599.2
3546256.0;2013;SP;616.0
3546306.0;2013;SP;819.6153846153846
3546405.0;2013;SP;597.2857142857143
3546504.0;2013;SP;606.0
3546603.0;2013;SP;800.4583333333334
3546702.0;2013;SP;670.1875
3546801.0;2013;SP;377.7313432835821
3546900.0;2013;SP;683.4
3547007.0;2013;SP;933.6666666666666
3547106.0;2013;SP;453.6
3547205.0;2013;SP;791.0
3547304.0;2013;SP;917.9142857142857
3547403.0;2013;SP;602.3333333333334
3547502.0;2013;SP;539.25
3547601.0;2013;SP;631.7647058823529
3547650.0;2013;SP;682.5
3547700.0;2013;SP;451.42857142857144
3547809.0;2013;SP;989.5537634408602
3547908.0;2013;SP;624.4
3548005.0;2013;SP;484.0
3548054.0;2013;SP;727.8571428571429
3548104.0;2013;SP;433.85714285714283
3548203.0;2013;SP;367.84615384615387
3548302.0;2013;SP;463.75
3548401.0;2013;SP;526.6666666666666
3548500.0;2013;SP;904.273381294964
3548609.0;2013;SP;421.7
3548708.0;2013;SP;1188.6602316602316
3548807.0;2013;SP;1089.0722891566265
3548906.0;2013;SP;891.5483870967741
3549003.0;2013;SP;878.0
3549102.0;2013;SP;572.0
3549201.0;2013;SP;462.0
3549250.0;2013;SP;723.0
3549300.0;2013;SP;588.0
3549409.0;2013;SP;767.6206896551724
3549508.0;2013;SP;517.7142857142857
3549607.0;2013;SP;239.2
3549706.0;2013;SP;541.9459459459459
3549805.0;2013;SP;850.6641791044776
3549904.0;2013;SP;822.2875536480686
3549953.0;2013;SP;394.3333333333333
3550001.0;2013;SP;516.1666666666666
3550100.0;2013;SP;509.10714285714283
3550209.0;2013;SP;571.3461538461538
3550308.0;2013;SP;1031.7144861452123
3550407.0;2013;SP;556.0
3550506.0;2013;SP;634.1428571428571
3550605.0;2013;SP;623.2461538461539
3550704.0;2013;SP;592.6507936507936
3550803.0;2013;SP;361.8888888888889
3550902.0;2013;SP;560.1333333333333
3551009.0;2013;SP;557.2432432432432
3551108.0;2013;SP;313.6470588235294
3551207.0;2013;SP;674.6666666666666
3551306.0;2013;SP;671.75
3551405.0;2013;SP;507.3636363636364
3551504.0;2013;SP;890.8
3551603.0;2013;SP;454.57142857142856
3551702.0;2013;SP;785.1636363636363
3551801.0;2013;SP;289.4074074074074
3551900.0;2013;SP;461.625
3552007.0;2013;SP;283.45454545454544
3552106.0;2013;SP;376.13953488372096
3552205.0;2013;SP;897.5127118644068
3552304.0;2013;SP;783.5714285714286
3552403.0;2013;SP;964.7972972972973
3552502.0;2013;SP;863.824
3552551.0;2013;SP;648.75
3552601.0;2013;SP;599.5714285714286
3552700.0;2013;SP;388.8125
3552809.0;2013;SP;886.7738095238095
3552908.0;2013;SP;649.2
3553005.0;2013;SP;563.7777777777778
3553104.0;2013;SP;593.8
3553203.0;2013;SP;490.1666666666667
3553302.0;2013;SP;621.8823529411765
3553401.0;2013;SP;694.3846153846154
3553500.0;2013;SP;532.2
3553609.0;2013;SP;370.625
3553658.0;2013;SP;513.75
3553708.0;2013;SP;652.8409090909091
3553807.0;2013;SP;741.9411764705883
3553856.0;2013;SP;890.8333333333334
3553906.0;2013;SP;892.3333333333334
3553955.0;2013;SP;1044.4444444444443
3554003.0;2013;SP;430.11650485436894
3554102.0;2013;SP;591.2838709677419
3554201.0;2013;SP;335.1818181818182
3554300.0;2013;SP;464.4
3554409.0;2013;SP;605.0
3554508.0;2013;SP;458.38461538461536
3554607.0;2013;SP;425.5
3554656.0;2013;SP;518.6666666666666
3554706.0;2013;SP;776.8
3554755.0;2013;SP;593.3333333333334
3554805.0;2013;SP;562.8965517241379
3554904.0;2013;SP;707.5
3554953.0;2013;SP;493.6666666666667
3555000.0;2013;SP;574.1463414634146
3555109.0;2013;SP;788.4285714285714
3555208.0;2013;SP;438.0
3555307.0;2013;SP;515.5
3555356.0;2013;SP;630.8333333333334
3555406.0;2013;SP;581.765625
3555505.0;2013;SP;773.3333333333334
3555604.0;2013;SP;653.2857142857143
3555703.0;2013;SP;414.3333333333333
3555802.0;2013;SP;874.2
3555901.0;2013;SP;497.3333333333333
3556008.0;2013;SP;581.5555555555555
3556107.0;2013;SP;998.6666666666666
3556206.0;2013;SP;571.7258064516129
3556305.0;2013;SP;469.8333333333333
3556354.0;2013;SP;341.0
3556404.0;2013;SP;649.125
3556453.0;2013;SP;502.86842105263156
3556503.0;2013;SP;669.0
3556602.0;2013;SP;667.1111111111111
3556701.0;2013;SP;780.0975609756098
3556800.0;2013;SP;560.4117647058823
3556909.0;2013;SP;927.3333333333334
3556958.0;2013;SP;579.0
3557006.0;2013;SP;704.3870967741935
3557105.0;2013;SP;803.8571428571429
3557154.0;2013;SP;716.0
3557204.0;2013;SP;595.7272727272727
3557303.0;2013;SP;386.90909090909093
